"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"BA fes","Stout",17.8006,3.39978,7.87,61.56,32.16
"!Quadruple Vanilla Chocolate Stout!","Stout",1.083,1.025,8.18,76.08,50
"(2015-12-31) KBS Clone","Stout",23.0191,6.86717,9.11,85.54,50
"Nivid Hasstie Barrel Aged Rye Stout","Stout",1.115,1.028,11.39,56.21,50
"Russian Imperiel","Stout",1.117,1.033,11.06,128.46,40
"Awesome Recipe","Stout",1.052,1.013,5.14,23.84,24.44
"Courage Russian Imperial Stout","Stout",1.106,1.027,10.33,46.41,50
"Knob Creek Candidate","Stout",1.115,1.036,10.42,100.25,50
"Milk Stout (GFunk)","Stout",1.061,1.02,5.38,22.29,40.41
"Chocolate Milk Stout","Stout",1.072,1.026,6.07,15.98,40
"T¯rr (du dette?)","Stout",1.048,1.014,4.5,42.1,40
"Coconut imperial porter","Stout",1.113,1.03,10.83,63.01,50
"Derrick 'Laidies Man' Johnson","Stout",1.109,1.03,10.4,26.21,50
"Baltic Imperial Stout (Lager)","Stout",1.085,1.014,9.38,42.17,50
"Kormilitza","Stout",1.123,1.031,12.11,116.32,50
"Rye stout","Stout",1.077,1.019,7.55,128.98,46.16
"Lacquer","Stout",1.119,1.029,11.81,83.47,50
"Firestone walker parabola","Stout",1.124,1.018,13.94,88.72,50
"Peg Leg Chocolate Oatmeal Stout 6.0","Stout",1.086,1.027,7.73,62.97,42.29
"Russian Imperial Stout","Stout",1.1,1.025,9.85,113.82,50
"Coopers Irish Extra Stout","Stout",1.054,1.015,5.03,0,18.17
"Imperinis","Stout",1.093,1.018,9.91,45.27,50
"Black Soldier Fly Stout","Stout",1.116,1.04,10.09,50.03,40
"#47 Four Grains Foreign Extra Stout","Stout",1.057,1.014,5.59,45.35,24.02
"#42 Havana FES","Stout",17.3111,4.52483,7,63.18,35.62
"Left Hand Milk Stout Clone","Stout",1.061,1.017,5.71,21.18,42.95
"Triple B Stout.","Stout",1.065,1.016,6.44,31.25,40
"REDUXII Stout","Stout",1.081,1.02,7.99,64.26,38.69
"Kate the great","Stout",1.102,1.022,10.45,30.32,50
"#66 Tropical Stout","Stout",17.1404,5.36021,6.46,39.04,39.48
"Dark Lord clone","Stout",1.17,1.057,14.85,0,50
"ClutchAlike","Stout",1.052,1.012,5.22,29.42,40
"#5 - Lochness","Stout",1.061,1.017,5.75,35.44,40
"French Blueberry Imperial Stout","Stout",1.084,1.014,9.21,77.77,37.72
"Graham Slam","Stout",1.108,1.025,10.88,63.78,40
"Tropical smoked stout","Stout",1.062,1.014,6.22,45.94,38.62
"Alfred's Irish Stout (Stout IV)","Stout",1.045,1.009,4.63,41.09,38.25
"Imperial CHOCOLATE COFFEE STOUT","Stout",1.088,1.017,10.17,51.39,45.42
"One and a Half Stone Imperial Stout","Stout",1.1,1.024,9.97,88.87,50
"Partial - BP Russian WIP","Stout",1.1,1.034,8.64,192.68,40.04
"The Dark Knight","Stout",1.088,1.026,8.24,66.57,36.51
"Stout Sextet #1","Stout",1.042,1.01,4.11,44.94,22.97
"Jeeringly Ransomed Havoc 1.0","Stout",1.081,1.02,8,0,32.1
"Another Stout Recipe","Stout",1.028,1.005,2.96,41.55,50
"Stoutopia","Stout",1.097,1.017,10.49,72.45,47.98
"Albino stout","Stout",1.065,1.025,5.27,35.89,4.16
"Christmas in Miami","Stout",1.14,1.033,14.02,47.52,37.15
"Russian Imperial Stout O.G","Stout",20.6333,5.44276,9.14,78.52,39.02
"Kate the great clone","Stout",1.101,1.023,10.24,62.05,36.98
"Bourbon Barrel Porter","Stout",1.066,1.017,6.41,60.37,45.47
"Mleczny","Stout",1.069,1.025,5.83,29.94,35.95
"Foreign Extra Stout","Stout",1.071,1.013,7.53,39.59,31.35
"Raspberry","Stout",1.1,1.028,9.44,21.89,40
"Imperial Stout","Stout",1.087,1.021,8.74,51.95,50
"#72 Imperial Rye Stout (brewed 02.12.15)","Stout",1.121,1.029,12.07,88.87,50
"Stevens Park Stout","Stout",1.072,1.018,7.07,0,28.84
"Russian Imperial Stout","Stout",1.09,1.023,8.77,75.4,50
"Imperial Llama Stout","Stout",1.099,1.025,9.69,0,40.34
"Black Hole Stout","Stout",1.065,1.018,6.23,89.52,50
"Double chocolate milk stout clone","Stout",1.058,1.023,4.59,34.19,42.74
"Gropecuntelane","Stout",1.057,1.013,5.86,47.95,47.37
"Cerveza De Malto Seca","Stout",1.044,1.011,4.29,38.44,34.37
"Chocolate Mint Milk Stout","Stout",1.056,1.017,5.15,29.18,27.65
"Chocolate Vanilla Stout","Stout",1.066,1.015,6.63,30.69,50
"Untitled Coffee Stout","Stout",1.059,1.017,5.49,34.25,40
"Russian Imperial Chocolate Stout","Stout",1.097,1.025,10.4,75.85,48.99
"Malted Milk Biscuit Stout","Stout",1.069,1.024,5.97,27.4,35.56
"R.I.S","Stout",1.093,1.022,9.37,57.86,50
"Chocolate Milk Stout","Stout",1.056,1.014,5.52,0,30.84
"Donny Darkness braggot","Stout",1.1,1.023,10.06,77.46,50
"KBS Extract Clone","Stout",1.091,1.025,8.61,69.77,50
"40. MRS Sweet Stout","Stout",1.059,1.022,4.96,23.27,39.12
"Tiramisu Stout","Stout",1.096,1.026,9.25,33.46,42.96
"Robs Extreme Danger Stout","Stout",1.091,1.01,10.69,92.41,40
"PWBG Imperial Stout","Stout",1.118,1.023,12.44,110.14,47
"Chocolate Coffee Stout","Stout",1.05,1.01,5.23,24.39,27.95
"Czokoloko","Stout",16.1875,6.55628,5.29,27.22,6.81
"An Udder Sweet Stout","Stout",1.09,1.029,7.96,60.6,38.77
"Gj¯kebryggeriets Rugporter","Stout",1.075,1.021,7.04,43.84,35.29
"Stout Santa","Stout",1.067,1.019,6.37,30.88,34.68
"Coconut Milk Stout","Stout",1.059,1.021,4.94,31.59,37.88
"2015 - 11/15  - Sherlock's Stout XLK","Stout",18.0502,3.88719,7.76,30.72,37.31
"Irish Snake Tears","Stout",1.052,1.013,5.13,0,30.55
"Raven & Dove Milk Stout 5G","Stout",1.061,1.019,5.47,33.1,40
"Alexander the Blessed Barrel aged stout","Stout",1.142,1.031,14.59,106.77,50
"Black Coffee Stout","Stout",1.107,1.028,10.33,74.73,50
"SchuBrew Vanilla Milk Stout","Stout",1.092,1.032,7.91,49.28,46.06
"Cinnamon Vanilla Mist","Stout",1.06,1.013,6.22,47.22,40
"KGB Black Widow dry stout","Stout",1.053,1.011,5.44,38.46,34.37
"Christmas stout","Stout",1.076,1.02,7.29,47.49,40
"Black Wizard/Black Two","Stout",1.1,1.027,10.64,112.44,50
"Milk O'Stout","Stout",1.059,1.021,5.05,22.62,50
"Milk Stout Take 2","Stout",1.056,1.016,5.22,34.89,40
"MIRC Stout","Stout",1.106,1.027,10.37,90.32,40.79
"Chocolate Stoute Joost","Stout",1.044,1.013,4.05,36.21,48.95
"Imperial Stout","Stout",1.074,1.019,7.29,81.89,35.35
"Samsquantch Stout","Stout",23.8066,4.5224,10.82,100.76,38.74
"KBS Clone","Stout",1.108,1.027,10.59,50.96,47.45
"Dnez #7 - Belgian Choc Cafe Stout","Stout",1.091,1.019,9.46,147.2,43.67
"Funk Stoutseason","Stout",1.056,1.013,5.58,32.44,36.54
"Sticky Vanilla Sky","Stout",1.123,1.033,11.78,48.03,40
"Josh's magic coffee stout","Stout",1.105,1.013,12.1,35.53,50
"Whisky ris","Stout",27.784,6.84955,12.02,84.93,50
"Intergalactic stout","Stout",1.15,1.023,16.76,75.01,50
"Imperial Stout 120L","Stout",1.077,1.019,7.58,48.32,47.51
"Midnight - Rye Imperial Stout","Stout",1.083,1.023,8.49,85.42,38.4
"Milk Stout 1","Stout",1.073,1.027,6.03,35.25,40
"TSUNAMI STOUT CLONE","Stout",1.071,1.014,7.57,79.36,47.17
"Hunahpu Clone","Stout",1.135,1.035,13.03,106.3,50
"Sort Som Sot","Stout",1.049,1.012,4.78,37.7,38.48
"Oatmeal Creme Stout","Stout",1.059,1.02,5.01,29.85,34.96
"Imp Stout","Stout",1.106,1.024,10.66,56.84,40
"DamiAnne","Stout",24.3495,6.48993,10.11,96.42,27.5
"**RIS","Stout",1.101,1.034,8.84,111.32,39.56
"R¯kejakken","Stout",1.075,1.015,7.86,55.83,47.6
"Imp Stout BGB Zs 10L","Stout",1.069,1.012,7.5,63.93,41.46
"Stalingrad","Stout",1.097,1.02,10.13,76.86,31.25
"Chocoholic","Stout",1.084,1.029,7.15,29.52,40
"Smooth Operator","Stout",1.066,1.024,5.6,52.46,36.61
"Guineas Extra Stout Clone","Stout",1.045,1.008,4.89,52.16,35.91
"Imperiaalin Vatsaisku","Stout",1.098,1.029,10.11,69,50
"Whiskey Barrel Stout","Stout",1.058,1.015,5.59,1.96,37.43
"Sweet Stout","Stout",1.061,1.023,4.88,20.05,39.64
"Guinea Pig Stout","Stout",1.067,1.019,6.31,34.29,35.96
"Stone Fruit Stout","Stout",1.073,1.02,6.91,21.53,44.33
"Black Sheep Riggwelter Clone","Stout",1.06,1.017,5.59,23.85,22.77
"Zygmunt Imperial Stout","Stout",1.106,1.03,9.97,56.61,40
"Black Friday","Stout",1.066,1.015,6.71,59.68,34.2
"AHS Sweet Stout","Stout",1.059,1.023,4.8,21.11,37.99
"Founders Breakfast Stout","Stout",1.088,1.023,8.53,53.99,50
"Sweet Coffee Stout","Stout",1.063,1.015,6.32,38.06,39.96
"Milk Stout with Coffee","Stout",1.073,1.026,6.12,55.98,35.95
"Quad Choco Milk Stout","Stout",1.066,1.021,5.87,36.51,42.87
"11/29/15 imperial Stout","Stout",1.095,1.021,9.62,107.14,50
"Irish Stout","Stout",1.06,1.017,5.66,28.92,35.41
"Tempe Closet Oatmeal Milk Stout","Stout",17.1116,7.25475,5.44,51.14,33.19
"Konrat","Stout",1.101,1.024,10.02,76.73,50
"Dnez 17 - Imperial Espresso Stout","Stout",1.102,1.019,10.79,119.89,42.85
"Dennis Chocolate Stout","Stout",1.049,1.01,5.17,20.12,50
"Le mort v2","Stout",1.101,1.025,9.99,99.42,50
"Imperial Bourbon Barrel Oak Aged Smoked Whea...","Stout",1.092,1.025,8.78,36.95,40.59
"Wheat Chocolate Milk Stout","Stout",1.055,1.019,4.75,34.87,37.26
"Left Hand Milk Stout","Stout",1.072,1.017,7.31,24.06,50
"Chocolate Peanut Butter Stout","Stout",1.061,1.024,4.85,32.31,38.44
"Coffee Caramel Stout","Stout",1.051,1.008,5.56,37.63,35.79
"Whale Juice","Stout",1.113,1.029,11.11,100,50
"Jihadist¯l","Stout",1.093,1.023,9.14,76.33,49.41
"Choc Raspberry Milk Stout (209)","Stout",1.058,1.019,5.1,19.23,44.4
"Mega Black House","Stout",1.098,1.023,9.8,84.92,50
"Old Rasputin Clone (13F)","Stout",1.079,1.022,7.47,85.13,34.13
"The Worlds End","Stout",1.172,1.051,15.92,125.42,50
"St Patrick's Stout 2018","Stout",1.046,1.011,4.48,48.08,35.08
"Potbelly","Stout",1.089,1.023,8.63,74.58,50
"Secret Squirrel","Stout",1.11,1.025,11.18,37.35,50
"PopStout","Stout",1.084,1.015,9.67,50.44,39.03
"Dark Lord Clone","Stout",1.107,1.027,10.56,242.95,43.69
"Porter","Stout",1.072,1.01,8.13,52.96,49.66
"Dark Duck Clone","Stout",1.063,1.024,5.18,28.25,50
"Black Magic Stout","Stout",1.044,1.012,4.26,43.32,39.71
"Vanilla Bourbon Chocolate Imperial Stout","Stout",1.115,1.028,11.49,85.18,40.3
"Whisky Stout #3","Stout",16.0558,4.18236,6.46,39.25,50
"Chocolate Milk Stout","Stout",1.049,1.012,4.86,30.84,40
"KATE THE GREAT","Stout",1.119,1.025,12.31,95.01,50
"Milk stout","Stout",1.07,1.026,5.77,24.71,26.01
"Heart's Homebrew Dry Stout","Stout",1.057,1.016,5.32,23.26,46.43
"Irish Stout v2","Stout",1.066,1.015,6.65,43.79,50
"Starless And Bible Black","Stout",1.084,1.016,9.65,44.71,42.15
"Winter White Stout","Stout",1.081,1.01,9.29,59.96,9.24
"Den s¯te svarte julenatta","Stout",1.058,1.019,5.15,29.44,38.98
"Mud City Stout Clone","Stout",1.065,1.018,6.35,40.13,43.33
"Chocolate Coffee Imperial Stout","Stout",1.09,1.028,8.15,120.18,32.35
"Classic Styles","Stout",1.046,1.013,4.3,40.71,37.36
"13 Stout","Stout",1.083,1.018,8.56,72.43,50
"Boogeyman","Stout",1.106,1.027,10.46,83.78,40
"Milk Stout","Stout",1.088,1.028,7.83,22.37,50
"X","Stout",15.7756,5.96708,5.37,37.41,44.47
"TakiSobie Stout","Stout",16.8178,4.90845,6.52,24.57,40
"Dry Stout","Stout",1.043,1.011,4.17,33.61,34.34
"Totonac Bumbo (Extract)","Stout",1.064,1.023,5.38,37.77,35.12
"Imperial Stout (coffee)","Stout",1.054,1.011,5.65,82.46,50
"Black Mirror","Stout",1.07,1.021,6.85,42.24,35.82
"Imperial Coffee Stout","Stout",1.091,1.029,8.91,91.44,35.76
"Milk stout","Stout",1.053,1.02,4.25,32.42,40
"Russian Federal Stout","Stout",1.084,1.025,7.76,75.15,50
"FES","Stout",1.037,1.01,3.5,57.05,40
"King Tuff","Stout",1.094,1.025,9.01,78.24,40
"Chocolate Milk Stout","Stout",1.048,1.02,3.65,29.35,26.58
"Kona Karlsbad","Stout",17.3902,3.85229,7.4,80.87,50
"Imperial Coffee Stout","Stout",1.074,1.019,7.32,92.23,40
"Chocolate Stout (with cocoa)","Stout",1.049,1.015,4.52,25.68,35.65
"Troll Brew - Dovregubben","Stout",1.068,1.017,6.71,46.95,37.15
"Bourbon Vanilla Stout","Stout",1.081,1.019,8.16,113.75,36.11
"Spiced Stout","Stout",1.06,1.017,5.58,30.34,37.51
"Black Vinyl Stout","Stout",1.043,1.011,4.26,27.7,31.58
"Chocolate cherry stout","Stout",1.056,1.014,5.52,44.69,41.48
"BCBS","Stout",1.121,1.023,14.75,90.69,50
"Haddland smÂbryggarlag Christmas ale  no 28...","Stout",1.058,1.01,6.39,102.04,26.56
"Black Benny","Stout",1.091,1.016,9.95,78.66,50
"Russian imperial Stout","Stout",1.087,1.021,8.68,118.96,50
"Extra stout","Stout",1.066,1.018,6.28,40.16,50
"Darth Felton Imperial Porter","Stout",1.083,1.021,8.12,0,34.54
"Punkis RIS","Stout",1.076,1.023,6.97,76.71,37.18
"Dry Irish Stout","Stout",1.041,1.008,4.38,28.53,30.43
"English Stout","Stout",1.081,1.02,7.98,67.59,39.45
"#5","Stout",12.1035,2.82753,4.96,36.11,33.83
"Fallout Stout","Stout",1.045,1.013,4.15,43.34,39.83
"Guiness Clone","Stout",1.046,1.012,4.41,27.96,33.87
"Founder's Breakfast Stout (modified clone)...","Stout",1.088,1.025,8.29,60.18,50
"Irish Extra Stout","Stout",1.057,1.013,5.83,41.74,38.85
"Stout-?ern˝ jak boty","Stout",13.6101,3.52178,5.43,68.23,21.02
"Czar's Revenge Russian Imperial Stout","Stout",1.091,1.023,8.95,93.66,50
"Mexican Imperial Stout","Stout",28.3111,5.13223,13.25,70.15,50
"Imperial Russian Stout","Stout",1.097,1.024,9.5,121.53,50
"Mandarin Extra","Stout",1.073,1.017,7.45,24.18,32.12
"Chcolate Coffee Haze","Stout",1.051,1.015,4.7,23.08,50
"SLED DOG RUSSIAN IMPERIAL STOUT","Stout",1.103,1.029,9.74,83.6,50
"Mexican Stout","Stout",1.089,1.015,9.75,52.52,43.19
"Fuzzy Knuckles","Stout",1.1,1.026,9.73,53.95,42.12
"Greg Hughes RIS with Coffee","Stout",1.1,1.021,10.42,92.07,50
"Imperial Stout 2.01","Stout",1.1,1.024,9.99,39.46,43.93
"FBB Dry Irish Stout","Stout",1.045,1.013,4.25,45.01,38.75
"Beet stout","Stout",1.071,1.016,7.22,74.9,21.31
"12. Breakfast of champions 160716","Stout",1.061,1.014,6.1,23.68,50
"Pumpkin Spice Latte Stout","Stout",1.067,1.022,5.92,35.68,35.56
"KBS","Stout",1.092,1.018,9.81,62.42,50
"Lokentaz Zombie Stout","Stout",1.068,1.023,5.85,31.96,47.46
"Stout","Stout",1.049,1.014,4.57,34.63,27.78
"The great new start","Stout",1.09,1.021,8.99,47.72,43.79
"Coca Latte","Stout",1.059,1.022,4.91,20.98,36.1
"Chocolate Milk Stout","Stout",1.056,1.019,4.9,28.82,27.65
"American Oatmilk Stout","Stout",1.068,1.014,7.01,36,47.3
"Big Stout","Stout",1.08,1.026,7.08,70.54,50
"Hawaiian Cow 2","Stout",1.076,1.019,7.5,49.75,39.28
"Grandma's foreign extra stout","Stout",1.074,1.018,7.4,37.5,41.78
"Zarco sweet Stout 7 ago","Stout",1.061,1.015,5.99,0,28.59
"Mole'volence (Grainfather)","Stout",1.11,1.033,10.12,67.12,50
"LOF 2015 Kropotkin Russian Imperial Stout...","Stout",1.096,1.024,9.45,127.44,40
"Cafe Con Leche","Stout",1.073,1.024,6.38,24.9,50
"Mad at Dachsund Milk Stout","Stout",1.096,1.028,8.89,35.93,50
"Foreign extra stout","Stout",1.069,1.022,6.26,64.01,50
"Mula mulata","Stout",1.052,1.01,5.52,185.59,50
"Ursus","Stout",1.106,1.021,11.23,75.67,50
"Breakfast Stout","Stout",1.077,1.015,8.23,70.35,50
"Dry Irish stout","Stout",1.057,1.015,5.56,36.01,39.78
"Beata Dry Stout Lote LBDS02","Stout",1.054,1.013,5.29,43.62,43.85
"AHS Limited Edition Imperial Stout","Stout",1.092,1.031,8,81.95,40
"Jon & Jen's Wedding Stout","Stout",1.061,1.014,6.15,62.69,30.64
"RIS Group","Stout",1.109,1.032,10.13,281.24,50
"Lila","Stout",1.111,1.023,11.63,68.43,50
"#15","Stout",1.103,1.024,10.27,97.06,50
"Gargler","Stout",1.097,1.022,9.81,69.14,41.89
"Belgian Stout","Stout",1.068,1.012,7.28,64.4,50
"Putin It In Your Mouth","Stout",1.106,1.031,9.79,74.68,31.42
"RIS- RIS Never Sleeps","Stout",1.093,1.026,8.84,84.66,40
"R & C Irish Stout","Stout",1.048,1.011,4.85,31.48,33.74
"Double Chocolate Milk Stout","Stout",1.093,1.035,7.67,19.97,36.32
"Oatis","Stout",1.083,1.025,7.69,62.91,43.86
"In Russia Stout Drink You","Stout",1.1,1.025,9.82,78.17,50
"Smore stout","Stout",1.121,1.036,11.21,48.76,50
"Weak and Weary Stout","Stout",1.089,1.022,8.73,67.66,39.5
"Founder's Breakfast Stout","Stout",1.081,1.02,7.97,66.38,50
"Coffee Chicory Cream Stout","Stout",1.067,1.016,6.73,36.96,35.49
"Imperial Stout - 20L","Stout",1.102,1.026,9.92,84.36,38.18
"99% Dark Chocolate Stout","Stout",1.068,1.014,7.08,48.95,33.87
"Student's Stout","Stout",1.042,1.01,4.11,42.63,30.07
"IgelStuten","Stout",1.047,1.009,4.96,36.75,33.29
"Coquito Imperial Stout","Stout",1.097,1.03,8.7,48.06,44.99
"Fist attempt","Stout",1.084,1.028,7.36,26.98,40
"Nuke!","Stout",1.131,1.034,12.69,92.3,50
"Dry Stout","Stout",1.052,1.012,5.26,37.32,34.38
"Stout Game STRONG","Stout",1.1,1.022,10.27,125.13,50
"Russian Imperial Sweet Stout","Stout",1.133,1.053,10.61,79.48,50
"Imperial Chocolate Peanut Butter Bourbon Mil...","Stout",1.093,1.027,8.64,72.36,40.65
"The RIS","Stout",1.108,1.036,9.43,145.28,40
"15 G AG Dry Stout","Stout",1.045,1.01,4.59,45.47,36.44
"Nighty night Imp Stout","Stout",1.09,1.025,8.47,78.97,43.53
"Black IPA","Stout",1.079,1.016,8.33,215.3,37.2
"Suffolk & Gratest 2015","Stout",1.1,1.024,9.97,74.32,35.19
"IMPERIAL STOUT - PARTI GYLE","Stout",1.091,1.016,9.86,129.58,48.93
"Kjeller 5 Juleale 2016 25 liter","Stout",1.075,1.017,7.57,64.6,46.25
"Bad Boy SSS","Stout",1.09,1.025,8.49,102.85,39.56
"Russian Imperial Stout","Stout",1.088,1.025,8.34,103.09,40
"Awesome Recipe","Stout",1.055,1.015,5.2,53.86,40
"Fidy","Stout",1.112,1.033,10.3,29,50
"JC'S imperial stout","Stout",23.7839,7.33338,9.32,63.1,50
"Big Fred","Stout",1.098,1.02,11.26,81.73,43.78
"Dry Roast Stout","Stout",1.042,1.01,4.25,39.62,35.63
"Imperial Stout","Stout",1.105,1.027,10.17,85.99,40
"Memphis Man II","Stout",1.067,1.02,6.16,45.24,26.71
"Kram's Extra Stout","Stout",1.064,1.018,6.01,57.71,40
"CLEDRIS","Stout",1.099,1.022,9.98,43.11,50
"Imperial Chocolate Stout","Stout",1.085,1.022,8.26,66.72,43.74
"Black Chocolate Dunwel Dun","Stout",1.09,1.017,9.57,61.52,42.04
"Gejza","Stout",19.1075,5.74835,7.39,55.2,42.05
"Guinness clone - irish stout","Stout",1.044,1.011,4.29,25.26,33.71
"Highlands Bog","Stout",1.084,1.022,8.17,64.77,49.94
"Bourbon Stout","Stout",1.121,1.022,13,84.01,44.2
"Russian Imperial Stout - Coop Brew K&S","Stout",1.101,1.023,11.36,92.08,39.5
"R & C Russian Imperial Stout","Stout",1.102,1.024,10.25,137.41,50
"Beamish-Like Stout","Stout",1.045,1.011,4.43,35.68,30.37
"Midnight Cowboy Imperial Stout","Stout",1.126,1.03,12.59,115.79,50
"Unnamed Imp","Stout",1.109,1.022,11.43,0,34.15
"Stout 20/06","Stout",1.071,1.018,7.05,38.15,35.23
"Winter Palace","Stout",1.094,1.026,8.85,98.79,37.85
"Guinness Clone 2","Stout",1.047,1.011,4.77,29.51,34.05
"Awesome Recipe","Stout",1.123,1.029,12.3,94.26,40
"Holiday Imperial stout","Stout",1.108,1.03,10.28,74.55,37.22
"Awesome Recipe","Stout",1.063,1.016,6.18,18.72,50
"Dark Contract - Trashed Witch","Stout",1.096,1.026,9.25,74.42,39.72
"Old Rasputin RIS","Stout",1.091,1.016,9.81,74.51,47.55
"Kerry's stout kit","Stout",1.076,1.019,7.51,51.92,44.97
"Impriel Stout","Stout",1.095,1.023,9.44,45.76,50
"A Nice Stout","Stout",1.053,1.015,4.96,43.6,43.81
"Chocolate Milk Stout","Stout",1.079,1.026,6.94,27.27,38.13
"Imperial stout Remastered","Stout",1.089,1.017,9.44,71.11,50
"Brewdog Jet Black Heart","Stout",1.055,1.02,4.78,45.36,35.94
"McKinney Stout","Stout",1.052,1.015,4.87,44.09,50
"Writhing in Agony Rye Barrel Stout","Stout",1.077,1.017,7.92,79.98,41.71
"Session Coffee Milk Stout","Stout",1.051,1.02,4.11,19,39.1
"B3 Chocolate Vanilla Stout","Stout",1.065,1.019,6,53.04,38.08
"Big Lake's Finest Motor Oil","Stout",1.106,1.027,10.4,89.03,50
"Cocamilk crunch","Stout",1.102,1.028,9.82,41.63,50
"After Eight Imperial Stout","Stout",1.086,1.017,9.02,62.14,40
"Big John Stout","Stout",1.075,1.02,7.21,0,46.58
"Russian Beer Wrestler","Stout",1.106,1.027,10.4,189.07,40
"Yankie Irish Stout","Stout",1.054,1.012,5.53,56.47,50
"The Blackness","Stout",1.107,1.025,10.86,92.17,50
"Oyster Stout","Stout",1.051,1.014,4.86,46.17,34.77
"RIS","Stout",1.081,1.02,7.96,74.61,50
"Wake Me Up When It's Ready","Stout",1.072,1.016,7.33,50.27,39.5
"Pumpkin Stout","Stout",1.062,1.01,6.8,78.67,30.38
"Brunch Stout","Stout",1.062,1.016,6.04,84.31,50
"Paddle Out Stout (ILM of Garry McCoig)","Stout",1.088,1.019,9.06,88.31,46.78
"Dry Irish Stout 5 gal","Stout",1.043,1.012,4.11,21.82,35.02
"Vanilla Oatmeal Stout","Stout",1.056,1.015,5.42,30.2,45.88
"Õçr stout","Stout",1.04,1.009,4.06,32.39,32.88
"CMS","Stout",1.066,1.015,6.7,33.68,42.05
"Monky's Orange 47 Stout","Stout",1.081,1.023,7.67,40.56,50
"Santa's Stout","Stout",1.05,1.013,4.92,17.31,36.09
"Borderline Russian Imperial Stout","Stout",1.107,1.014,12.26,46.05,30.73
"Ruski Bot Imperial Stout (updated)","Stout",1.099,1.024,9.94,80.53,50
"Russian Imperial Stout","Stout",1.114,1.028,11.22,116.75,40
"British American Black IPA","Stout",1.067,1.013,7.07,92.71,50
"Felds Russian Imperial Stout - Ver 3","Stout",1.112,1.02,12,80,45.63
"Hamblen Woods FES","Stout",1.062,1.014,6.31,50.12,31.33
"Voodoo Black Ale","Stout",1.092,1.015,10.09,50.27,32.1
"Death Star","Stout",1.109,1.024,11.15,77.43,50
"PBRIS","Stout",1.104,1.032,9.39,0,50
"Dry stout cafÈ","Stout",1.047,1.012,4.65,35.41,30.58
"Siberian Express Russian Strong Stout","Stout",1.104,1.025,10.28,123.67,50
"Irish Chocolate Stout","Stout",1.047,1.013,4.51,324.94,25.38
"RIS","Stout",1.084,1.02,8.37,92.82,49.38
"R'ZAAH","Stout",1.084,1.017,8.87,86.26,42.67
"W00tstout","Stout",1.109,1.021,11.55,99.68,49.06
"Imperial Stout #1","Stout",1.136,1.047,11.69,97.7,50
"Rud˝ RIS","Stout",25.3263,6.76887,10.55,69.61,39.16
"Fuzzy Knuckles Imperial Stout","Stout",1.105,1.027,10.15,58.78,45.22
"Xie's No. 10 - English Stout","Stout",1.049,1.011,4.96,26.18,50
"R.I.S.","Stout",1.147,1.019,16.86,79.82,50
"Llama Milk Stout","Stout",1.064,1.02,5.76,26.69,39.65
"Ooh La La Coffee Stout","Stout",1.073,1.018,7.16,111.25,40
"Buck shelford","Stout",1.092,1.032,7.87,54.62,43.72
"Catherine The Great","Stout",1.112,1.033,10.45,59.74,40
"Cup of Joe","Stout",1.1,1.019,10.54,67.64,50
"Irish Coffee Milk Stout II","Stout",1.06,1.02,5.17,18.09,43.27
"Otter's Holt Irish Extra Stout","Stout",1.057,1.015,5.42,31.54,40
"Speedway","Stout",1.128,1.02,14.24,53.24,50
"MadSci Single Stout Porter","Stout",1.056,1.014,5.47,47.9,28.38
"Pete's Breakfast of Champions","Stout",1.08,1.022,7.52,77,40
"Triple Clone","Stout",1.052,1.014,4.96,39.06,50
"Al's stout","Stout",1.049,1.014,4.63,0,18.14
"Big Ass Stout","Stout",1.11,1.027,10.82,105.87,46.84
"Vanilla chocolate stout","Stout",1.082,1.023,7.71,41.23,41.43
"Kentucky Breakfast Stout","Stout",1.098,1.024,9.72,64.25,50
"38 Triskaidekaphobia","Stout",1.123,1.031,12.07,161.25,50
"ROMANOV","Stout",1.075,1.014,8,84.46,39.82
"Tropical stout mon","Stout",1.088,1.019,8.98,39.85,40.32
"Snot Nosed Punk","Stout",1.09,1.022,8.82,37.36,22.54
"Dead Cossack","Stout",1.128,1.033,12.44,27.82,50
"Christmas in a Bottle","Stout",1.085,1.017,9.66,42.16,14.38
"Imperial Stout","Stout",1.099,1.023,10.03,97.68,50
"Imperial Stout (MW Kit)","Stout",1.102,1.025,10.03,92.24,45.68
"Obscure origin","Stout",16.0443,3.78983,6.66,39.3,43.71
"Hazelnut Chocolate Stout #1","Stout",1.066,1.014,6.9,27.01,45.76
"Quintuple Chocolate Stout","Stout",1.065,1.022,5.53,30.46,39.03
"Mikan","Stout",11.9506,2.84297,4.86,34.57,30.2
"8% Pale Blender","Stout",1.084,1.017,8.83,94.99,14.09
"Extra Stout (Aroma/Amber/Black)","Stout",1.069,1.013,7.28,42.75,30.46
"Candy Cane Gang Bang","Stout",1.052,1.014,4.97,23.88,36.02
"RUSSIAN IMPERIAL STOUT","Stout",1.086,1.02,8.63,94.11,44.75
"Stout 3.16","Stout",1.051,1.009,5.54,38.34,35.87
"Holy Cow Chocolate Milk Stout","Stout",1.058,1.016,5.57,29.17,38.61
"Maple Porter","Stout",1.092,1.024,8.97,23.24,50
