Reference,Study_common_taxon,Site_name,Sampling_effort,Longitude,Latitude,species,Measurement,Effort_corrected_measurement
Cameron et al. 2011,Hymenoptera,"Little Bald Mtn, 2.20 km NW_09",15,-107.75322,44.76362,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lolo Hot Springs, 2.18 NW_09",30,-114.52659,46.70816,Bombus bifarius,49,196
Cameron et al. 2011,Hymenoptera,"Lolo Hot Springs, 2.18 NW_09",30,-114.52659,46.70816,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Loony House_09,30,-122.92571,47.05577,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Loony House_09,30,-122.92571,47.05577,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lost Trail Ski Area, Bitteroot NF_09",30,-113.95238,45.69219,Bombus bifarius,27,108
Cameron et al. 2011,Hymenoptera,"Lost Trail Ski Area, Bitteroot NF_09",30,-113.95238,45.69219,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Loup Loup Ski Area, Okanogan NF_09",15,-119.90317,48.39298,Bombus bifarius,36,288
Cameron et al. 2011,Hymenoptera,"Loup Loup Ski Area, Okanogan NF_09",15,-119.90317,48.39298,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lower Thompson Lake, 1.60 km ENE_09",30,-115.01229,48.02376,Bombus bifarius,15,60
Cameron et al. 2011,Hymenoptera,"Lower Thompson Lake, 1.60 km ENE_09",30,-115.01229,48.02376,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Manzano, 1.8 km NW; Canon Nuevo_09",30,-106.3549,34.666,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Manzano, 1.8 km NW; Canon Nuevo_09",30,-106.3549,34.666,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Mays Peak, 0.96 km ESE, Pike NF_09",30,-104.88625,38.79776,Bombus bifarius,6,24
Cameron et al. 2011,Hymenoptera,"Mays Peak, 0.96 km ESE, Pike NF_09",30,-104.88625,38.79776,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"McCall, 11 air km N NE_08",30,-116.15892,45.00276,Bombus bifarius,10,40
Cameron et al. 2011,Hymenoptera,"McCall, 11 air km N NE_08",30,-116.15892,45.00276,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"McCredie Springs, 5.60 km NW, Willamette NF_09",30,-122.23874,43.67347,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"McCredie Springs, 5.60 km NW, Willamette NF_09",30,-122.23874,43.67347,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Medicine Bow NF, Corner Mountain Trailhead (WY08.site01)_08",120,-106.15729,41.32129,Bombus bifarius,42,42
Cameron et al. 2011,Hymenoptera,"Medicine Bow NF, Corner Mountain Trailhead (WY08.site01)_08",120,-106.15729,41.32129,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Medicine Mtn, 1.60 km N, Big Horn NF_09",30,-107.90035,44.80227,Bombus bifarius,11,44
Cameron et al. 2011,Hymenoptera,"Medicine Mtn, 1.60 km N, Big Horn NF_09",30,-107.90035,44.80227,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Mill Creek Campground, Gallatin NF_09",30,-110.56695,45.31757,Bombus bifarius,16,64
Cameron et al. 2011,Hymenoptera,"Mill Creek Campground, Gallatin NF_09",30,-110.56695,45.31757,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Montanapolis Springs, Gallatin NF_09",30,-110.53631,45.2879,Bombus bifarius,2,8
Cameron et al. 2011,Hymenoptera,"Montanapolis Springs, Gallatin NF_09",30,-110.53631,45.2879,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Mt Hood Meadows Lodge, 0.77 km WNW, Mt. Hood NF_09",30,-121.65996,45.325920000000004,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,"Mt Hood Meadows Lodge, 0.77 km WNW, Mt. Hood NF_09",30,-121.65996,45.325920000000004,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Mutts Meadow_09,30,-107.4396,44.7763,Bombus bifarius,1,4
Cameron et al. 2011,Hymenoptera,Mutts Meadow_09,30,-107.4396,44.7763,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Naselle, 0.75 km S_08",15,-123.81525,46.36125,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Naselle, 0.75 km S_08",15,-123.81525,46.36125,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,North of Nederland (CO08.site03)_08,120,-105.51353,40.02302,Bombus bifarius,1,1
Cameron et al. 2011,Hymenoptera,North of Nederland (CO08.site03)_08,120,-105.51353,40.02302,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Oak Creek Campground, 1.07 km NE, San Isabel NF_09",30,-105.25665,38.30141,Bombus bifarius,7,28
Cameron et al. 2011,Hymenoptera,"Oak Creek Campground, 1.07 km NE, San Isabel NF_09",30,-105.25665,38.30141,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Off of Platte River Road (CO08.site02)_08,90,-105.17249,39.37745,Bombus bifarius,10,13.333333333333334
Cameron et al. 2011,Hymenoptera,Off of Platte River Road (CO08.site02)_08,90,-105.17249,39.37745,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,One Mile Fork_07,60,-113.44881,41.96012,Bombus bifarius,36,72
Cameron et al. 2011,Hymenoptera,One Mile Fork_07,60,-113.44881,41.96012,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Ouray_09,30,-107.68045,38.0395,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Ouray_09,30,-107.68045,38.0395,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Owyhee River, Humboldt NF_09",30,-115.88476,41.72003,Bombus bifarius,3,12
Cameron et al. 2011,Hymenoptera,"Owyhee River, Humboldt NF_09",30,-115.88476,41.72003,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Park City, 3.8 mi S_08",16,-111.5242,40.6065,Bombus bifarius,25,187.5
Cameron et al. 2011,Hymenoptera,"Park City, 3.8 mi S_08",16,-111.5242,40.6065,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Pike NF, Painted Rock Camp (CO08.site01)_08",30,-105.10474,39.08366,Bombus bifarius,13,52
Cameron et al. 2011,Hymenoptera,"Pike NF, Painted Rock Camp (CO08.site01)_08",30,-105.10474,39.08366,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Pine Creek_09,25,-111.6686,37.9049,Bombus bifarius,6,28.799999999999997
Cameron et al. 2011,Hymenoptera,Pine Creek_09,25,-111.6686,37.9049,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Pinnacles, Crater Lake NP_09",30,-122.01797,42.85447,Bombus bifarius,14,56
Cameron et al. 2011,Hymenoptera,"Pinnacles, Crater Lake NP_09",30,-122.01797,42.85447,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Pintler Lake, Deer Lodge NF_09",30,-113.43752,45.83865,Bombus bifarius,44,176
Cameron et al. 2011,Hymenoptera,"Pintler Lake, Deer Lodge NF_09",30,-113.43752,45.83865,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Posey Lake, 0.5 mi SSE_08",25,-111.6912,37.9313,Bombus bifarius,2,9.6
Cameron et al. 2011,Hymenoptera,"Posey Lake, 0.5 mi SSE_08",25,-111.6912,37.9313,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Powder Ski Area, Big Horn NF_09",30,-107.2138,44.16488,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,"Powder Ski Area, Big Horn NF_09",30,-107.2138,44.16488,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Powerhouse Picnic Area, Humboldt NF_09",30,-115.47589,40.69176,Bombus bifarius,4,16
Cameron et al. 2011,Hymenoptera,"Powerhouse Picnic Area, Humboldt NF_09",30,-115.47589,40.69176,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus bifarius,22,88
Cameron et al. 2011,Hymenoptera,"Prospector Avenue, 1.10km E of Park City_08",30,-111.496,40.6619,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Pullman_09,30,-117.17,46.73,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Radio Hill, 12.17 km WNW, Snoqualmie NF_09",30,-121.74509,47.16485,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,"Rainy Pass, Wenatchee NF_09",30,-120.73407,48.51906,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus bifarius,28,28
Cameron et al. 2011,Hymenoptera,"Richland, 30.3 air km NW_08",120,-117.43202,44.96838,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus bifarius,2,8
Cameron et al. 2011,Hymenoptera,"Riddle Lake, Yellowstone NP_09",30,-110.578,44.35918,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Robinson Canyon_09,30,-105.7636,33.4605,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus bifarius,46,61.333333333333336
Cameron et al. 2011,Hymenoptera,Rt 67 (CO08.site04)_08,90,-105.15589,39.15588,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Ruby Mountains, Lamoille Canyon_08",30,-115.3824,40.5983,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus bifarius,1,4
Cameron et al. 2011,Hymenoptera,"Ryan Park, 7.69 km E, Medicine Bow NF_09",30,-106.41233,41.32207,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"San Mateo Mtns, Eagle Spring, Bear Canyon_09",15,-107.5229,33.8786,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus bifarius,7,28
Cameron et al. 2011,Hymenoptera,"Sawtooth NF, nr N Mouth of Bull Canyon_08",30,-113.31967,41.95429,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Silver Creek, 3.2 km W_08",30,-122.55806,46.52201,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus bifarius,17,68
Cameron et al. 2011,Hymenoptera,"Silver Crest Ski Area, Lewis NF_09",30,-110.67823,46.85804,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus bifarius,4,24
Cameron et al. 2011,Hymenoptera,"Silver Star Mtn, 6.53 km SSW_09",20,-120.54421,48.59934,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,"Sinks Canyon Campground, Shoshone NF_09",30,-108.83656,42.73656,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Ski Bowl West, Mt Hood NF_09",20,-121.77001,45.30253,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 19 km E_08",25,-123.32477,47.35185,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Skokomish, 24 km NE_08",30,-123.3113,47.387,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_09,15,-117.24027,46.82963,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Smoot Hill_08,30,-117.24027,46.82963,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,"Snowy Range, Medicine Bow NF_09",30,-106.18425,41.34644,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus bifarius,19,65.14285714285714
Cameron et al. 2011,Hymenoptera,"Soldier Summit, 4.35 km S_08",35,-111.0527,39.8938,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,Sourdough Creek_08,30,-106.9864,44.2413,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus bifarius,3,12
Cameron et al. 2011,Hymenoptera,Spirit Lake_08,30,-109.9965,40.8429,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus bifarius,2,12
Cameron et al. 2011,Hymenoptera,"Stevens Pass, Cascade Mts._08",20,-121.08798,47.74601,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus bifarius,29,116
Cameron et al. 2011,Hymenoptera,"Swanson Lake, 2.59 km NW_09",30,-107.4761,38.32304,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Ten Sleep, 6.87 km W_09",30,-107.37811,44.06658,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Ten Sleep, 6.87 km W_09",30,-107.37811,44.06658,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"The Gap Spring, 0.3 km NW_08",20,-111.7195,37.9638,Bombus bifarius,56,336
Cameron et al. 2011,Hymenoptera,"The Gap Spring, 0.3 km NW_08",20,-111.7195,37.9638,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Thunder Basin National Grassland (WY08.site05)_08,30,-104.58529,43.75231,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Thunder Basin National Grassland (WY08.site05)_08,30,-104.58529,43.75231,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Tillamook State Forest, 0.77km SE of Idiot Creek Falls_08",30,-123.422,45.61957,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Tillamook State Forest, 0.77km SE of Idiot Creek Falls_08",30,-123.422,45.61957,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Timber Canyon, 3.8 km E Soldier Summit_08",30,-111.0338,39.9302,Bombus bifarius,13,52
Cameron et al. 2011,Hymenoptera,"Timber Canyon, 3.8 km E Soldier Summit_08",30,-111.0338,39.9302,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Tony Grove Parking Lot_08,30,-111.64246,41.89436,Bombus bifarius,63,252
Cameron et al. 2011,Hymenoptera,Tony Grove Parking Lot_08,30,-111.64246,41.89436,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Tony Grove, 0.5 mi N Parking Lot_07",60,-111.64016,41.90102,Bombus bifarius,16,32
Cameron et al. 2011,Hymenoptera,"Tony Grove, 0.5 mi N Parking Lot_07",60,-111.64016,41.90102,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Trinity NP, 0.34mi SW Store Gulch_07",40,-123.12021,40.81017,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Trinity NP, 0.34mi SW Store Gulch_07",40,-123.12021,40.81017,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Tropic, 16.1 km W_08",64,-112.2575,37.5913,Bombus bifarius,10,18.75
Cameron et al. 2011,Hymenoptera,"Tropic, 16.1 km W_08",64,-112.2575,37.5913,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Turtleback, Westsound 1.52 km NW_09",30,-122.97676,48.64107,Bombus bifarius,11,44
Cameron et al. 2011,Hymenoptera,"Turtleback, Westsound 1.52 km NW_09",30,-122.97676,48.64107,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Tuttle Road (WY08.site04)_08,60,-105.32037,41.91245,Bombus bifarius,4,8
Cameron et al. 2011,Hymenoptera,Tuttle Road (WY08.site04)_08,60,-105.32037,41.91245,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Valle Grande_09,30,-106.5014,35.8783,Bombus bifarius,4,16
Cameron et al. 2011,Hymenoptera,Valle Grande_09,30,-106.5014,35.8783,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Valle San Antonio_09,15,-106.5408,35.9749,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Valle San Antonio_09,15,-106.5408,35.9749,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Valle Santa Rosa_09,15,-106.5228,35.9747,Bombus bifarius,4,32
Cameron et al. 2011,Hymenoptera,Valle Santa Rosa_09,15,-106.5228,35.9747,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Valle Toledo_09,15,-106.4813,35.9578,Bombus bifarius,9,72
Cameron et al. 2011,Hymenoptera,Valle Toledo_09,15,-106.4813,35.9578,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Wallowa-Whitman NF, 0.89km NW of Hideaway Spring_08",45,-117.2947,45.69974,Bombus bifarius,4,10.666666666666666
Cameron et al. 2011,Hymenoptera,"Wallowa-Whitman NF, 0.89km NW of Hideaway Spring_08",45,-117.2947,45.69974,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Wallowa-Whitman NF, 1.42km NNW of Hideaway Spring_08",50,-117.29303,45.70638,Bombus bifarius,15,36
Cameron et al. 2011,Hymenoptera,"Wallowa-Whitman NF, 1.42km NNW of Hideaway Spring_08",50,-117.29303,45.70638,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Wallowa-Whitman NF, 2.11km W of Hurricane Point_08",30,-117.29992,45.33339,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Wallowa-Whitman NF, 2.11km W of Hurricane Point_08",30,-117.29992,45.33339,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Water Canyon, Rio Penasco_09",15,-105.7651,32.8288,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Water Canyon, Rio Penasco_09",15,-105.7651,32.8288,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Waterhole_09,25,-123.42516,47.94269,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Waterhole_09,25,-123.42516,47.94269,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Wawawai Bay_08,24,-117.37771,46.63453,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Wawawai Bay_08,24,-117.37771,46.63453,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Weedy Meadow, nr Peninsula College_09",30,-123.41248,48.09788,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Weedy Meadow, nr Peninsula College_09",30,-123.41248,48.09788,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Weeks Wetland Preserve_09,30,-122.9149,48.52285,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Weeks Wetland Preserve_09,30,-122.9149,48.52285,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,West Cassel Road_09,30,-121.56048,40.87766,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,West Cassel Road_09,30,-121.56048,40.87766,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Westside Preserve_09,30,-123.14064,48.50639,Bombus bifarius,25,100
Cameron et al. 2011,Hymenoptera,Westside Preserve_09,30,-123.14064,48.50639,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"White Pass Ski Area, Snoqualimie NF_09",30,-121.38967,46.63835,Bombus bifarius,33,132
Cameron et al. 2011,Hymenoptera,"White Pass Ski Area, Snoqualimie NF_09",30,-121.38967,46.63835,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Willow Park, Rocky Mountain NP_09",30,-105.73381,40.43041,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Willow Park, Rocky Mountain NP_09",30,-105.73381,40.43041,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,CTA HQ,1,-87.6424861111,41.8853611111,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Notebaert Nature Museum,1,-87.6349583333,41.9264138889,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,"University of Chicago, Kersten Physics Building",1,-87.6016777778,41.7910611111,Bombus impatiens,1,1
Tonietto et al. 2011,Hymenoptera,Tyner Interpretive Center,1,-87.8183527778,42.0994916667,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Optima Views Condo,1,-87.6849888889,42.0492222222,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Joffrey Ballet,1,-87.6276305556,41.884775,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Lincoln Park,1,-87.6364777778,41.9284138889,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Humboldt Park,1,-87.7019333333,41.9066416667,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Garfield Park Conservatory,1,-87.7156916667,41.8827,Bombus impatiens,3,3
Tonietto et al. 2011,Hymenoptera,Burnham Park,1,-87.614075,41.8582416667,Bombus impatiens,2,2
Tonietto et al. 2011,Hymenoptera,"Millennium Park, the Lurie Garden",1,-87.6218222222,41.8814194444,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Montrose Point,1,-87.6334,41.9635083333,Bombus impatiens,1,1
Tonietto et al. 2011,Hymenoptera,Lake Forest Openlands West Skokie,1,-87.8676333333,42.2323416667,Bombus impatiens,1,1
Tonietto et al. 2011,Hymenoptera,Lyons Woods,1,-87.8369194444,42.4003611111,Bombus impatiens,2,2
Tonietto et al. 2011,Hymenoptera,Midewin National Tallgrass Prairie,1,-88.1447583333,41.3482388889,Bombus impatiens,3,3
Tonietto et al. 2011,Hymenoptera,Santa Fe Prairie,1,-87.8592694444,41.9248805556,Bombus impatiens,1,1
Tonietto et al. 2011,Hymenoptera,AirStation Prairie,1,-87.8182944444,42.100425,Bombus impatiens,0,0
Tonietto et al. 2011,Hymenoptera,Dixon Prairie,1,-87.7867638889,42.1412027778,Bombus impatiens,5,5
